Model,DPO2002B
Firmware Version,1.52

Point Format,Y,
-5.790e-04,-4.28,-4.2
-5.771e-04,-4.04,-3.88
-5.752e-04,-3.96,-4.12
-5.733e-04,-4.04,-3.96
-5.713e-04,-4.04,-4.12
-5.694e-04,-3.96,-3.8
-5.675e-04,-3.88,-3.96
-5.656e-04,-3.88,-3.72
-5.637e-04,-3.88,-4.28
-5.617e-04,-4.04,-3.88
-5.598e-04,-4.2,-4.44
-5.579e-04,-4.28,-4.12
-5.560e-04,-4.2,-4.2
-5.541e-04,-4.04,-3.8
-5.521e-04,-3.88,-4.04
-5.502e-04,-3.96,-3.8
-5.483e-04,-3.96,-4.28
-5.464e-04,-4.12,-3.96
-5.445e-04,-4.12,-4.2
-5.425e-04,-4.04,-3.8
-5.406e-04,-3.96,-3.96
-5.387e-04,-3.8,-3.72
-5.368e-04,-3.88,-3.96
-5.349e-04,-3.88,-3.72
-5.329e-04,-3.8,-3.88
-5.310e-04,-3.8,-3.64
-5.291e-04,-3.8,-3.88
-5.272e-04,-3.8,-3.64
-5.253e-04,-3.72,-3.88
-5.233e-04,-3.8,-3.64
-5.214e-04,-3.72,-3.88
-5.195e-04,-3.72,-3.64
-5.176e-04,-3.72,-4.12
-5.157e-04,-3.88,-3.72
-5.137e-04,-4.04,-4.12
-5.118e-04,-4.04,-3.96
-5.099e-04,-4.04,-4.12
-5.080e-04,-4.04,-3.96
-5.061e-04,-4.04,-4.12
-5.041e-04,-3.96,-3.8
-5.022e-04,-3.88,-3.96
-5.003e-04,-3.72,-3.4
-4.984e-04,-3.56,-3.88
-4.965e-04,-3.56,-3.4
-4.945e-04,-3.8,-4.2
-4.926e-04,-4.04,-3.8
-4.907e-04,-4.04,-4.36
-4.888e-04,-4.12,-4.04
-4.869e-04,-4.28,-4.36
-4.849e-04,-4.28,-4.12
-4.830e-04,-4.2,-4.2
-4.811e-04,-4.04,-3.96
-4.792e-04,-4.04,-4.28
-4.773e-04,-4.12,-4.04
-4.753e-04,-4.2,-4.2
-4.734e-04,-4.04,-3.96
-4.715e-04,-4.12,-4.44
-4.696e-04,-4.28,-4.12
-4.676e-04,-4.28,-4.52
-4.657e-04,-4.36,-4.2
-4.638e-04,-4.44,-4.68
-4.619e-04,-4.6,-4.36
-4.600e-04,-4.6,-4.68
-4.580e-04,-4.6,-4.36
-4.561e-04,-4.52,-4.52
-4.542e-04,-4.36,-4.12
-4.523e-04,-4.28,-4.28
-4.504e-04,-4.12,-4.04
-4.484e-04,-4.12,-4.2
-4.465e-04,-4.12,-4.04
-4.446e-04,-4.12,-4.28
-4.427e-04,-4.2,-4.12
-4.408e-04,-4.2,-4.2
-4.388e-04,-4.12,-3.96
-4.369e-04,-4.04,-4.28
-4.350e-04,-4.04,-3.96
-4.331e-04,-4.2,-4.52
-4.312e-04,-4.36,-4.2
-4.292e-04,-4.36,-4.36
-4.273e-04,-4.2,-3.88
-4.254e-04,-3.96,-3.96
-4.235e-04,-3.88,-3.8
-4.216e-04,-3.88,-4.2
-4.196e-04,-3.96,-3.88
-4.177e-04,-4.12,-4.52
-4.158e-04,-4.28,-4.12
-4.139e-04,-4.44,-4.6
-4.120e-04,-4.52,-4.2
-4.100e-04,-4.36,-4.36
-4.081e-04,-4.2,-4.04
-4.062e-04,-4.12,-4.2
-4.043e-04,-4.04,-3.96
-4.024e-04,-4.04,-4.12
-4.004e-04,-3.96,-3.88
-3.985e-04,-4.04,-4.28
-3.966e-04,-4.2,-4.04
-3.947e-04,-4.12,-4.2
-3.928e-04,-4.04,-3.96
-3.908e-04,-4.04,-4.12
-3.889e-04,-3.96,-3.8
-3.870e-04,-3.88,-4.12
-3.851e-04,-3.96,-3.88
-3.832e-04,-4.04,-4.2
-3.812e-04,-4.04,-3.96
-3.793e-04,-4.12,-4.2
-3.774e-04,-4.12,-4.04
-3.755e-04,-4.12,-4.2
-3.736e-04,-4.04,-3.88
-3.716e-04,-3.96,-3.96
-3.697e-04,-3.8,-3.56
-3.678e-04,-3.64,-3.64
-3.659e-04,-3.56,-3.32
-3.640e-04,-3.4,-3.48
-3.620e-04,-3.4,-3.32
-3.601e-04,-3.48,-3.96
-3.582e-04,-3.64,-3.4
-3.563e-04,-3.88,-4.2
-3.544e-04,-3.96,-3.88
-3.524e-04,-4.12,-4.28
-3.505e-04,-4.2,-4.04
-3.486e-04,-4.12,-4.12
-3.467e-04,-3.96,-3.8
-3.448e-04,-3.88,-3.88
-3.428e-04,-3.8,-3.64
-3.409e-04,-3.72,-3.8
-3.390e-04,-3.72,-3.64
-3.371e-04,-3.72,-3.88
-3.352e-04,-3.72,-3.64
-3.332e-04,-3.8,-4.12
-3.313e-04,-3.88,-3.72
-3.294e-04,-4.04,-4.2
-3.275e-04,-4.04,-3.96
-3.256e-04,-4.04,-4.2
-3.236e-04,-4.04,-3.96
-3.217e-04,-4.04,-4.12
-3.198e-04,-3.96,-3.8
-3.179e-04,-3.88,-3.96
-3.160e-04,-3.88,-3.8
-3.140e-04,-3.88,-4.04
-3.121e-04,-3.88,-3.8
-3.102e-04,-3.88,-4.12
-3.083e-04,-3.96,-3.8
-3.064e-04,-4.04,-4.2
-3.044e-04,-4.04,-3.96
-3.025e-04,-4.12,-4.44
-3.006e-04,-4.28,-4.12
-2.987e-04,-4.36,-4.44
-2.968e-04,-4.36,-4.12
-2.948e-04,-4.2,-4.28
-2.929e-04,-4.04,-3.88
-2.910e-04,-3.96,-4.12
-2.891e-04,-3.96,-3.88
-2.872e-04,-3.96,-4.28
-2.852e-04,-4.04,-3.88
-2.833e-04,-4.2,-4.2
-2.814e-04,-4.12,-3.96
-2.795e-04,-4.04,-4.04
-2.776e-04,-3.96,-3.8
-2.756e-04,-3.88,-4.04
-2.737e-04,-3.96,-3.8
-2.718e-04,-3.96,-4.04
-2.699e-04,-3.96,-3.88
-2.680e-04,-3.96,-4.2
-2.660e-04,-4.12,-3.96
-2.641e-04,-4.12,-4.52
-2.622e-04,-4.36,-4.12
-2.603e-04,-4.44,-4.6
-2.584e-04,-4.44,-4.2
-2.564e-04,-4.28,-4.28
-2.545e-04,-4.12,-3.96
-2.526e-04,-4.04,-4.2
-2.507e-04,-4.12,-3.96
-2.488e-04,-4.12,-4.2
-2.468e-04,-4.04,-3.88
-2.449e-04,-3.96,-3.96
-2.430e-04,-3.88,-3.72
-2.411e-04,-3.8,-3.96
-2.392e-04,-3.8,-3.72
-2.372e-04,-3.88,-3.96
-2.353e-04,-3.88,-3.8
-2.334e-04,-3.8,-4.04
-2.315e-04,-3.88,-3.72
-2.296e-04,-3.96,-4.12
-2.276e-04,-4.04,-3.88
-2.257e-04,-3.96,-3.96
-2.238e-04,-3.88,-3.72
-2.219e-04,-3.8,-3.96
-2.200e-04,-3.88,-3.72
-2.180e-04,-3.88,-4.12
-2.161e-04,-3.88,-3.8
-2.142e-04,-3.96,-4.2
-2.123e-04,-4.12,-3.96
-2.104e-04,-4.12,-4.12
-2.084e-04,-4.04,-3.96
-2.065e-04,-4.04,-4.12
-2.046e-04,-4.04,-3.96
-2.027e-04,-4.04,-4.2
-2.008e-04,-3.96,-3.88
-1.988e-04,-4.04,-4.2
-1.969e-04,-4.04,-3.96
-1.950e-04,-4.04,-4.2
-1.931e-04,-4.04,-3.96
-1.912e-04,-4.04,-4.2
-1.892e-04,-4.04,-3.96
-1.873e-04,-4.04,-4.2
-1.854e-04,-3.96,-3.88
-1.835e-04,-4.12,-4.36
-1.816e-04,-4.28,-4.12
-1.796e-04,-4.28,-4.44
-1.777e-04,-4.28,-4.12
-1.758e-04,-4.36,-4.44
-1.739e-04,-4.28,-4.2
-1.720e-04,-4.28,-4.28
-1.700e-04,-4.12,-3.88
-1.681e-04,-3.96,-3.96
-1.662e-04,-3.88,-3.72
-1.643e-04,-3.8,-4.2
-1.624e-04,-3.96,-3.8
-1.604e-04,-4.04,-4.36
-1.585e-04,-4.2,-4.12
-1.566e-04,-4.28,-4.44
-1.547e-04,-4.36,-4.2
-1.527e-04,-4.36,-4.44
-1.508e-04,-4.28,-4.12
-1.489e-04,-4.2,-4.28
-1.470e-04,-4.12,-3.96
-1.451e-04,-4.04,-4.28
-1.431e-04,-4.04,-3.96
-1.412e-04,-4.2,-4.36
-1.393e-04,-4.2,-4.12
-1.374e-04,-4.2,-4.36
-1.355e-04,-4.28,-4.12
-1.335e-04,-4.2,-4.2
-1.316e-04,-4.12,-4.04
-1.297e-04,-4.12,-4.28
-1.278e-04,-4.2,-4.04
-1.259e-04,-4.12,-4.2
-1.239e-04,-4.04,-3.96
-1.220e-04,-4.12,-4.28
-1.201e-04,-4.12,-4.04
-1.182e-04,-4.12,-4.2
-1.163e-04,-4.04,-3.88
-1.143e-04,-3.96,-4.04
-1.124e-04,-3.96,-3.8
-1.105e-04,-3.88,-4.28
-1.086e-04,-4.04,-3.88
-1.067e-04,-4.2,-4.44
-1.047e-04,-4.28,-4.2
-1.028e-04,-4.28,-4.36
-1.009e-04,-4.28,-4.04
-9.899e-05,-4.12,-4.2
-9.707e-05,-4.04,-3.8
-9.515e-05,-3.96,-3.96
-9.323e-05,-3.88,-3.72
-9.131e-05,-3.88,-4.04
-8.939e-05,-3.88,-3.8
-8.747e-05,-3.96,-3.96
-8.555e-05,-3.88,-3.64
-8.363e-05,-3.72,-3.72
-8.171e-05,-3.64,-3.56
-7.978e-05,-3.64,-3.88
-7.786e-05,-3.72,-3.56
-7.594e-05,-3.8,-4.04
-7.402e-05,-3.88,-3.72
-7.210e-05,-3.8,-3.88
-7.018e-05,-3.8,-3.64
-6.826e-05,-3.72,-3.88
-6.634e-05,-3.72,-3.64
-6.442e-05,-3.8,-3.88
-6.250e-05,-3.8,-3.64
-6.058e-05,-3.72,-3.96
-5.866e-05,-3.8,-3.64
-5.674e-05,-3.8,-3.88
-5.482e-05,-3.64,-3.4
-5.290e-05,-3.48,-3.8
-5.098e-05,-3.64,-3.48
-4.906e-05,-3.72,-3.8
-4.714e-05,-3.72,-3.56
-4.522e-05,-3.64,-3.8
-4.330e-05,-3.64,-3.56
-4.138e-05,-3.72,-3.88
-3.946e-05,-3.8,-3.64
-3.754e-05,-3.8,-3.88
-3.562e-05,-3.72,-3.56
-3.370e-05,-3.72,-4.04
-3.178e-05,-3.88,-3.72
-2.986e-05,-3.96,-4.2
-2.794e-05,-4.04,-3.88
-2.602e-05,-4.12,-4.2
-2.410e-05,-4.12,-3.96
-2.218e-05,-3.96,-4.28
-2.026e-05,-4.04,-3.88
-1.834e-05,-4.2,-4.52
-1.642e-05,-4.28,-4.2
-1.450e-05,-4.44,-4.44
-1.258e-05,-4.36,-4.12
-1.066e-05,-4.2,-4.28
-8.740e-06,-4.12,-3.72
-6.820e-06,-3.88,-3.88
-4.900e-06,-3.72,-3.56
-2.980e-06,-3.64,-3.8
-1.060e-06,-3.64,-3.56
8.602e-07,-3.72,-4.12
2.780e-06,-3.88,-3.72
4.700e-06,-3.96,-4.76
6.621e-06,-4.04,-3.96
8.541e-06,-4.36,-4.36
1.046e-05,5.8,10.44
1.238e-05,10.2,-9.88
1.430e-05,-8.28,10.44
1.622e-05,-9.88,-9.88
1.814e-05,-9.88,-9.88
2.006e-05,-9.88,-9.88
2.198e-05,-9.88,-9.88
2.390e-05,-9.88,-9.88
2.582e-05,-9.88,-9.88
2.774e-05,-9.88,-9.88
2.966e-05,-9.88,-9.88
3.158e-05,-9.88,-9.88
3.350e-05,-9.88,-9.88
3.542e-05,-9.88,-9.88
3.734e-05,-9.88,-9.88
3.926e-05,-9.88,-9.88
4.118e-05,-6.92,10.44
4.310e-05,10.36,10.44
4.502e-05,10.44,10.44
4.694e-05,10.44,1.88
4.886e-05,10.36,10.44
5.078e-05,4.36,-0.6
5.270e-05,-0.2,1.88
5.462e-05,0.6,1.24
5.654e-05,3.32,6.28
5.846e-05,5.72,6.28
6.038e-05,7,7.32
6.230e-05,7.16,5.96
6.422e-05,6.68,7.16
6.614e-05,6.2,5.64
6.806e-05,5.8,6.04
6.998e-05,5.72,5.56
7.190e-05,5.72,5.88
7.382e-05,5.72,5.48
7.575e-05,5.64,5.72
7.767e-05,5.56,5.48
7.959e-05,5.64,5.72
8.151e-05,5.64,5.48
8.343e-05,5.56,5.72
8.535e-05,5.64,5.56
8.727e-05,5.64,5.72
8.919e-05,5.64,5.48
9.111e-05,5.56,5.64
9.303e-05,5.56,5.48
9.495e-05,5.56,5.64
9.687e-05,5.56,5.16
9.879e-05,5.48,5.56
1.007e-04,5.32,5.08
1.026e-04,5.16,5.32
1.045e-04,5.16,5.16
1.065e-04,5.32,5.4
1.084e-04,5.32,5.16
1.103e-04,5.4,5.48
1.122e-04,5.32,5.16
1.141e-04,5.32,5.4
1.161e-04,5.32,5
1.180e-04,5.16,5.4
1.199e-04,5.08,4.84
1.218e-04,5.08,5.16
1.237e-04,5,4.6
1.257e-04,4.84,5
1.276e-04,4.76,4.6
1.295e-04,4.68,4.84
1.314e-04,4.76,4.68
1.333e-04,4.84,4.92
1.353e-04,4.84,4.76
1.372e-04,4.92,5
1.391e-04,4.84,4.68
1.410e-04,4.84,4.92
1.429e-04,4.76,4.44
1.449e-04,4.68,4.84
1.468e-04,4.52,4.36
1.487e-04,4.52,4.6
1.506e-04,4.52,4.36
1.525e-04,4.44,4.6
1.545e-04,4.52,4.36
1.564e-04,4.44,4.52
1.583e-04,4.44,4.36
1.602e-04,4.52,4.6
1.622e-04,4.52,4.2
1.641e-04,4.36,4.6
1.660e-04,4.28,4.04
1.679e-04,4.2,4.28
1.698e-04,4.2,4.12
1.718e-04,4.2,4.28
1.737e-04,4.2,4.12
1.756e-04,4.28,4.52
1.775e-04,4.36,4.36
1.794e-04,4.44,4.6
1.814e-04,4.52,4.28
1.833e-04,4.52,4.6
1.852e-04,4.36,3.96
1.871e-04,4.28,4.36
1.890e-04,4.04,3.64
1.910e-04,3.96,4.04
1.929e-04,3.8,3.64
1.948e-04,3.72,3.8
1.967e-04,3.72,3.72
1.986e-04,3.8,3.96
2.006e-04,3.8,3.8
2.025e-04,3.96,4.12
2.044e-04,4.04,3.96
2.063e-04,4.12,4.2
2.082e-04,4.12,3.8
2.102e-04,4.04,4.2
2.121e-04,3.96,3.88
2.140e-04,3.96,4.12
2.159e-04,4.04,3.96
2.178e-04,4.12,4.2
2.198e-04,4.04,3.88
2.217e-04,3.96,4.12
2.236e-04,3.96,3.8
2.255e-04,3.96,4.04
2.274e-04,3.88,3.64
2.294e-04,3.8,3.96
2.313e-04,3.72,3.56
2.332e-04,3.64,3.8
2.351e-04,3.64,3.48
2.370e-04,3.56,3.64
2.390e-04,3.56,3.32
2.409e-04,3.48,3.56
2.428e-04,3.4,3.24
2.447e-04,3.4,3.48
2.466e-04,3.32,3.24
2.486e-04,3.4,3.64
2.505e-04,3.56,3.56
2.524e-04,3.64,3.8
2.543e-04,3.72,3.72
2.562e-04,3.8,3.88
2.582e-04,3.8,3.64
2.601e-04,3.8,3.88
2.620e-04,3.72,3.24
2.639e-04,3.64,3.8
2.658e-04,3.4,3
2.678e-04,3.16,3.4
2.697e-04,3.16,3.16
2.716e-04,3.32,3.64
2.735e-04,3.56,3.56
2.754e-04,3.72,3.88
2.774e-04,3.72,3.32
2.793e-04,3.64,3.8
2.812e-04,3.4,2.92
2.831e-04,3.08,3.4
2.850e-04,3,2.92
2.870e-04,3.08,3.24
2.889e-04,3.08,3
2.908e-04,3.16,3.32
2.927e-04,3.24,3.08
2.946e-04,3.24,3.32
2.966e-04,3.24,3.16
2.985e-04,3.32,3.4
3.004e-04,3.24,2.92
3.023e-04,3.08,3.24
3.042e-04,3,2.92
3.062e-04,3.08,3.16
3.081e-04,3.08,2.92
3.100e-04,3,3.16
3.119e-04,3.08,3
3.138e-04,3.08,3.24
3.158e-04,3.08,2.92
3.177e-04,3.08,3.16
3.196e-04,3,2.76
3.215e-04,3,3.08
3.234e-04,2.92,2.68
3.254e-04,2.76,2.92
3.273e-04,2.76,2.68
3.292e-04,2.76,2.84
3.311e-04,2.76,2.68
3.330e-04,2.76,3
3.350e-04,2.84,2.84
3.369e-04,2.92,3.08
3.388e-04,2.92,2.28
3.407e-04,2.76,2.92
3.426e-04,2.44,2.12
3.446e-04,2.36,2.44
3.465e-04,2.28,2.12
3.484e-04,2.28,2.52
3.503e-04,2.36,2.36
3.522e-04,2.44,2.6
3.542e-04,2.52,2.28
3.561e-04,2.44,2.6
3.580e-04,2.36,2.2
3.599e-04,2.36,2.52
3.618e-04,2.36,2.12
3.638e-04,2.2,2.36
3.657e-04,2.28,2.12
3.676e-04,2.28,2.36
3.695e-04,2.2,1.96
3.714e-04,2.12,2.28
3.734e-04,2.12,1.88
3.753e-04,2.04,2.2
3.772e-04,1.96,1.96
3.791e-04,2.04,2.12
3.810e-04,2.04,1.88
3.830e-04,1.96,2.2
3.849e-04,2.04,2.04
3.868e-04,2.2,2.44
3.887e-04,2.36,2.28
3.906e-04,2.44,2.52
3.926e-04,2.36,1.72
3.945e-04,2.2,2.36
3.964e-04,1.88,1.64
3.983e-04,1.72,1.96
4.002e-04,1.72,1.56
4.022e-04,1.72,1.8
4.041e-04,1.72,1.64
4.060e-04,1.72,1.88
4.079e-04,1.8,1.8
4.098e-04,1.88,2.04
4.118e-04,1.88,1.88
4.137e-04,1.96,2.12
4.156e-04,2.04,1.88
4.175e-04,1.96,2.12
4.194e-04,1.96,1.64
4.214e-04,1.8,1.96
4.233e-04,1.72,1.48
4.252e-04,1.64,1.8
4.271e-04,1.64,1.48
4.290e-04,1.56,1.72
4.310e-04,1.64,1.4
4.329e-04,1.64,1.72
4.348e-04,1.56,1.24
4.367e-04,1.32,1.48
4.386e-04,1.32,1.24
4.406e-04,1.4,1.56
4.425e-04,1.48,1.4
4.444e-04,1.56,1.72
4.463e-04,1.64,1.48
4.482e-04,1.72,1.8
4.502e-04,1.64,1.4
4.521e-04,1.48,1.72
4.540e-04,1.56,1.48
4.559e-04,1.64,1.88
4.578e-04,1.8,1.56
4.598e-04,1.8,1.96
4.617e-04,1.72,1.4
4.636e-04,1.64,1.72
4.655e-04,1.48,1.24
4.675e-04,1.4,1.56
4.694e-04,1.4,1.32
4.713e-04,1.48,1.72
4.732e-04,1.56,1.48
4.751e-04,1.56,1.72
4.771e-04,1.64,1.4
4.790e-04,1.56,1.72
4.809e-04,1.48,1.08
4.828e-04,1.32,1.56
4.847e-04,1.16,1
4.867e-04,1.16,1.4
4.886e-04,1.24,1.16
4.905e-04,1.32,1.48
4.924e-04,1.32,0.92
4.943e-04,1.16,1.32
4.963e-04,1,0.68
4.982e-04,0.84,1.08
5.001e-04,0.84,0.68
5.020e-04,0.84,1.08
5.039e-04,0.92,0.92
5.059e-04,1.16,1.4
5.078e-04,1.24,1.08
5.097e-04,1.24,1.4
5.116e-04,1.16,1
5.135e-04,1.16,1.24
5.155e-04,1.16,0.92
5.174e-04,1.16,1.24
5.193e-04,1.08,0.6
5.212e-04,0.92,1.16
5.231e-04,0.76,0.44
5.251e-04,0.6,0.76
5.270e-04,0.52,0.44
5.289e-04,0.52,0.84
5.308e-04,0.68,0.68
5.327e-04,0.84,1.16
5.347e-04,1,0.6
5.366e-04,0.92,1.08
5.385e-04,0.76,0.28
5.404e-04,0.6,0.76
5.423e-04,0.36,0.04
5.443e-04,0.28,0.44
5.462e-04,0.2,0.04
5.481e-04,0.12,0.28
5.500e-04,0.2,0.12
5.519e-04,0.28,0.44
5.539e-04,0.36,0.28
5.558e-04,0.44,0.68
5.577e-04,0.52,0.44
5.596e-04,0.6,0.68
5.615e-04,0.52,0.12
5.635e-04,0.44,0.6
5.654e-04,0.28,0.12
5.673e-04,0.28,0.36
5.692e-04,0.28,0.12
5.711e-04,0.2,0.36
5.731e-04,0.28,0.2
5.750e-04,0.36,0.52
5.769e-04,0.44,0.2
5.788e-04,0.44,0.52
5.807e-04,0.28,0.2
5.827e-04,0.28,0.44
5.846e-04,0.28,0.12
5.865e-04,0.2,0.36
5.884e-04,0.28,0.12
5.903e-04,0.28,0.52
5.923e-04,0.36,0.36
5.942e-04,0.52,0.6
5.961e-04,0.44,-0.04
5.980e-04,0.36,0.52
5.999e-04,0.12,-0.44
6.019e-04,-0.2,0.12
6.038e-04,-0.28,-0.36
6.057e-04,-0.28,-0.04
6.076e-04,-0.12,-0.12
6.095e-04,-0.04,0.2
6.115e-04,0.12,0.12
6.134e-04,0.2,0.36
6.153e-04,0.28,-0.04
6.172e-04,0.28,0.36
6.191e-04,0.12,-0.2
6.211e-04,-0.04,0.12
6.230e-04,-0.12,-0.2
6.249e-04,-0.12,0.04
6.268e-04,-0.04,-0.12
6.287e-04,0.12,0.28
6.307e-04,0.2,0.12
6.326e-04,0.2,0.36
